source	locator	text
data/regular_version/update4/rival_letters.json	$.letter_brassa_day13.subject	표결안 규격 의견
data/regular_version/update4/rival_letters.json	$.letter_brassa_day13.body	좋은 규칙은 망치보다 정확해야 한다. 찬성표는 보냈다. 대신 통과 뒤 시설 하중 수치를 공개해라.
data/regular_version/update4/rival_letters.json	$.letter_brassa_day13.tone_keywords[0]	규격
data/regular_version/update4/rival_letters.json	$.letter_brassa_day13.tone_keywords[1]	표결
data/regular_version/update4/rival_letters.json	$.letter_brassa_day13.tone_keywords[2]	하중
data/regular_version/update4/rival_letters.json	$.letter_brassa_day22.subject	철종 공방의 수정 도면
data/regular_version/update4/rival_letters.json	$.letter_brassa_day22.body	두 번째 표결은 말보다 구조가 중요하다. 네 안의 약한 모서리를 보강한 수정 도면을 동봉한다. 자존심은 자재가 아니다.
data/regular_version/update4/rival_letters.json	$.letter_brassa_day22.tone_keywords[0]	구조
data/regular_version/update4/rival_letters.json	$.letter_brassa_day22.tone_keywords[1]	도면
data/regular_version/update4/rival_letters.json	$.letter_brassa_day22.tone_keywords[2]	보강
data/regular_version/update4/rival_letters.json	$.letter_brassa_day25.subject	결투 전 하중 통지
data/regular_version/update4/rival_letters.json	$.letter_brassa_day25.body	오늘은 내가 직접 네 성을 두드린다. 금이 가면 결함이고, 버티면 규격이다. 수리는 결투 뒤에 해 주지.
data/regular_version/update4/rival_letters.json	$.letter_brassa_day25.tone_keywords[0]	결투
data/regular_version/update4/rival_letters.json	$.letter_brassa_day25.tone_keywords[1]	하중
data/regular_version/update4/rival_letters.json	$.letter_brassa_day25.tone_keywords[2]	규격
data/regular_version/update4/rival_letters.json	$.letter_brassa_day29.subject	최종 하중 검사 통지
data/regular_version/update4/rival_letters.json	$.letter_brassa_day29.body	왕관이든 왕좌든 내일은 버티는 쪽의 규격이 정식 규격으로 남는다. 철종은 미리 달아 두어도 좋다.
data/regular_version/update4/rival_letters.json	$.letter_brassa_day29.tone_keywords[0]	왕관
data/regular_version/update4/rival_letters.json	$.letter_brassa_day29.tone_keywords[1]	하중
data/regular_version/update4/rival_letters.json	$.letter_brassa_day29.tone_keywords[2]	규격
data/regular_version/update4/rival_letters.json	$.letter_vesper_day05.subject	초행 배송 경로 확인
data/regular_version/update4/rival_letters.json	$.letter_vesper_day05.body	귀 성의 상층 주소를 확인했습니다. 밤 2시 이후에는 동쪽 계단이 가장 빠릅니다. 답장은 같은 봉인으로 보내 주세요.
data/regular_version/update4/rival_letters.json	$.letter_vesper_day05.tone_keywords[0]	배송
data/regular_version/update4/rival_letters.json	$.letter_vesper_day05.tone_keywords[1]	경로
data/regular_version/update4/rival_letters.json	$.letter_vesper_day05.tone_keywords[2]	봉인
data/regular_version/update4/rival_letters.json	$.letter_vesper_day13.subject	표결 서류 배송 완료
data/regular_version/update4/rival_letters.json	$.letter_vesper_day13.body	찬반 서류는 정시 배송했습니다. 귀하의 선택은 아직 봉인 상태입니다. 개표 시각은 종이 세 번 울린 직후입니다.
data/regular_version/update4/rival_letters.json	$.letter_vesper_day13.tone_keywords[0]	표결
data/regular_version/update4/rival_letters.json	$.letter_vesper_day13.tone_keywords[1]	배송
data/regular_version/update4/rival_letters.json	$.letter_vesper_day13.tone_keywords[2]	시각
data/regular_version/update4/rival_letters.json	$.letter_vesper_day22.subject	우회 경로 승인 요청
data/regular_version/update4/rival_letters.json	$.letter_vesper_day22.body	안개로 북쪽 항로가 늦어집니다. 표결 서신은 상층 창문을 경유하겠습니다. 거부 시 자정 전까지 회신 바랍니다.
data/regular_version/update4/rival_letters.json	$.letter_vesper_day22.tone_keywords[0]	경로
data/regular_version/update4/rival_letters.json	$.letter_vesper_day22.tone_keywords[1]	표결
data/regular_version/update4/rival_letters.json	$.letter_vesper_day22.tone_keywords[2]	회신
data/regular_version/update4/rival_letters.json	$.letter_vesper_day25.subject	특급 결투편 도착 예정
data/regular_version/update4/rival_letters.json	$.letter_vesper_day25.body	오늘의 도전장은 제가 직접 배달합니다. 수령 거부는 가능하지만, 반송 경로는 전장 한가운데입니다.
data/regular_version/update4/rival_letters.json	$.letter_vesper_day25.tone_keywords[0]	특급
data/regular_version/update4/rival_letters.json	$.letter_vesper_day25.tone_keywords[1]	배달
data/regular_version/update4/rival_letters.json	$.letter_vesper_day25.tone_keywords[2]	반송
data/regular_version/update4/rival_letters.json	$.letter_vesper_day29.subject	내일의 특급 우편
data/regular_version/update4/rival_letters.json	$.letter_vesper_day29.body	도전 통지는 이미 배달됐습니다. 출발 시각은 정확하고, 긴급한 경로와 반송 주소는 공개하지 않겠습니다.
data/regular_version/update4/rival_letters.json	$.letter_vesper_day29.tone_keywords[0]	특급
data/regular_version/update4/rival_letters.json	$.letter_vesper_day29.tone_keywords[1]	시각
data/regular_version/update4/rival_letters.json	$.letter_vesper_day29.tone_keywords[2]	경로
data/regular_version/update4/rival_letters.json	$.letter_mirella_day05.subject	계단 이끼 관리법
data/regular_version/update4/rival_letters.json	$.letter_mirella_day05.body	상층 계단의 이끼는 모두 걷지 않아도 괜찮아요. 가장자리만 남기면 발소리를 부드럽게 품어 줄 거예요.
data/regular_version/update4/rival_letters.json	$.letter_mirella_day05.tone_keywords[0]	계단
data/regular_version/update4/rival_letters.json	$.letter_mirella_day05.tone_keywords[1]	이끼
data/regular_version/update4/rival_letters.json	$.letter_mirella_day05.tone_keywords[2]	관리
data/regular_version/update4/rival_letters.json	$.letter_mirella_day13.subject	첫 표결 뒤의 물주기
data/regular_version/update4/rival_letters.json	$.letter_mirella_day13.body	결정은 씨앗과 닮아서 바로 싹트지 않아요. 오늘 고른 조항에는 물을 조금만 주세요. 뿌리가 놀라지 않도록요.
data/regular_version/update4/rival_letters.json	$.letter_mirella_day13.tone_keywords[0]	결정
data/regular_version/update4/rival_letters.json	$.letter_mirella_day13.tone_keywords[1]	씨앗
data/regular_version/update4/rival_letters.json	$.letter_mirella_day13.tone_keywords[2]	뿌리
data/regular_version/update4/rival_letters.json	$.letter_mirella_day22.subject	안개정원의 가지치기
data/regular_version/update4/rival_letters.json	$.letter_mirella_day22.body	두 번째 표결에는 너무 많은 가지가 보여요. 하나를 고르면 나머지는 조용히 잘라 둘게요. 잘린 자리도 다시 자랍니다.
data/regular_version/update4/rival_letters.json	$.letter_mirella_day22.tone_keywords[0]	표결
data/regular_version/update4/rival_letters.json	$.letter_mirella_day22.tone_keywords[1]	가지
data/regular_version/update4/rival_letters.json	$.letter_mirella_day22.tone_keywords[2]	정원
data/regular_version/update4/rival_letters.json	$.letter_mirella_day25.subject	정원 개방 안내
data/regular_version/update4/rival_letters.json	$.letter_mirella_day25.body	오늘은 성 안에 작은 정원을 만들 거예요. 잠들지 않으려면 안개 가장자리를 잘 보세요. 다친 꽃은 제가 거둘게요.
data/regular_version/update4/rival_letters.json	$.letter_mirella_day25.tone_keywords[0]	정원
data/regular_version/update4/rival_letters.json	$.letter_mirella_day25.tone_keywords[1]	안개
data/regular_version/update4/rival_letters.json	$.letter_mirella_day25.tone_keywords[2]	꽃
data/regular_version/update4/rival_letters.json	$.letter_mirella_day29.subject	왕관 주변 분갈이 안내
data/regular_version/update4/rival_letters.json	$.letter_mirella_day29.body	내일 정원은 오래 머물지 않아요. 왕관과 불을 준비하고, 쓰러진 아이들은 전투 뒤 함께 돌보도록 해요.
data/regular_version/update4/rival_letters.json	$.letter_mirella_day29.tone_keywords[0]	정원
data/regular_version/update4/rival_letters.json	$.letter_mirella_day29.tone_keywords[1]	왕관
data/regular_version/update4/rival_letters.json	$.letter_mirella_day29.tone_keywords[2]	아이
data/regular_version/update4/rival_lords.json	$.rival_brassa.display_name	철종 공방마왕 브라사
data/regular_version/update4/rival_lords.json	$.rival_vesper.display_name	야간우편 마왕 베스퍼
data/regular_version/update4/rival_lords.json	$.rival_mirella.display_name	안개정원 마왕 미렐라
data/regular_version/update4/skills.json	$.stitch_stairway.display_name	계단 꿰매기
data/regular_version/update4/skills.json	$.stitch_stairway.description	계단 또는 문턱에 거미실을 설치해 처음 지나가는 적 4명을 4초 동안 35% 느리게 합니다.
data/regular_version/update4/skills.json	$.emergency_thread_pull.display_name	응급 실밥
data/regular_version/update4/skills.json	$.emergency_thread_pull.description	HP 35% 이하 아군을 안전 방향으로 당기고 최대 HP 10% 보호막을 부여합니다.
data/regular_version/update4/skills.json	$.ceiling_path.display_name	천장길
data/regular_version/update4/skills.json	$.ceiling_path.description	층 전이가 40% 빨라지고 계단 전이 큐에서 아군 충돌을 무시합니다.
data/regular_version/update4/skills.json	$.overheat_leap.display_name	과열 점프
data/regular_version/update4/skills.json	$.overheat_leap.description	왕관실 또는 심장방 진입 시 작은 잔열 지대를 남깁니다.
data/regular_version/update4/skills.json	$.residual_heat.display_name	잔열 지대
data/regular_version/update4/skills.json	$.residual_heat.description	목표 방에 4초 잔열을 남기며 같은 지대는 중첩되지 않습니다.
data/regular_version/update4/skills.json	$.night_relay.display_name	밤길 중계
data/regular_version/update4/skills.json	$.night_relay.description	다른 층 또는 먼 위험 방의 아군에게 이동해 둘 모두 5초 동안 빠르게 움직이고 공격합니다.
data/regular_version/update4/skills.json	$.echo_alarm.display_name	메아리 경보
data/regular_version/update4/skills.json	$.echo_alarm.description	8초 동안 은신·급습·인장 절도 적을 드러내고 목표 상호작용을 지연합니다.
data/regular_version/update4/skills.json	$.messenger_bag.display_name	전령 가방
data/regular_version/update4/skills.json	$.messenger_bag.description	전투당 첫 인장 절도를 5초 보류하고 포포가 절도범에게 도달하면 인장을 회수합니다.
data/regular_version/update4/skills.json	$.air_shortcut.display_name	공중 지름길
data/regular_version/update4/skills.json	$.air_shortcut.description	환기 통로 endpoint로 층을 이동하지만 왕좌로 직접 순간이동하지 않습니다.
data/regular_version/update4/skills.json	$.seal_envelope.display_name	인장 봉투
data/regular_version/update4/skills.json	$.seal_envelope.description	4초 동안 인장을 훔치며 피해를 받으면 중단하고 1초 뒤 재시도합니다.
data/regular_version/update4/skills.json	$.heavy_body.display_name	무거운 몸
data/regular_version/update4/skills.json	$.heavy_body.description	받는 밀림 거리를 50% 줄입니다.
data/regular_version/update4/skills.json	$.brace_wedge.display_name	버팀 쐐기
data/regular_version/update4/skills.json	$.brace_wedge.description	4초 동안 이동을 멈추고 방어력이 25% 증가합니다.
data/regular_version/update4/skills.json	$.shadow_promise.display_name	그림자 약속
data/regular_version/update4/skills.json	$.shadow_promise.description	전투당 한 번 같은 층의 최근 기여 대상 뒤로 이동해 2초 동안 공격이 강해지고 방어가 낮아집니다.
data/regular_version/update4/skills.json	$.wet_spore.display_name	젖은 포자
data/regular_version/update4/skills.json	$.wet_spore.description	5초 동안 적 회복을 높이고 플레이어 이동을 15% 낮추는 비중첩 구역을 만듭니다.
data/regular_version/update4/skills.json	$.root_threshold.display_name	뿌리 문턱
data/regular_version/update4/skills.json	$.root_threshold.description	문턱이나 계단에 6초 뿌리 장벽을 하나 만들며 피해 또는 정화로 제거할 수 있습니다.
data/regular_version/update4/skills.json	$.bell_foundry.display_name	종 울리는 공방
data/regular_version/update4/skills.json	$.bell_foundry.description	양측 이동을 막지만 파괴 가능한 임시 철벽 하나를 설치합니다.
data/regular_version/update4/skills.json	$.overheat_order.display_name	과열 작업 지시
data/regular_version/update4/skills.json	$.overheat_order.description	청동 자동병의 이동과 공격을 높이지만 받는 피해도 증가시킵니다.
data/regular_version/update4/skills.json	$.weight_test.display_name	허용 하중 시험
data/regular_version/update4/skills.json	$.weight_test.description	현재 방 중앙을 예고 타격하고 시설에 낮은 추가 피해를 줍니다.
data/regular_version/update4/skills.json	$.castle_load_verdict.display_name	마왕성 하중 판정
data/regular_version/update4/skills.json	$.castle_load_verdict.description	왕관실과 가장 높은 레벨의 활성 시설 하나를 예고 후 시험합니다.
data/regular_version/update4/skills.json	$.deadline_dive.display_name	마감 급강하
data/regular_version/update4/skills.json	$.deadline_dive.description	계단 endpoint를 거쳐 다른 층으로 급강하하고 도착 지점에 짧은 침묵을 남깁니다.
data/regular_version/update4/skills.json	$.seal_snatch.display_name	인장 직접 수거
data/regular_version/update4/skills.json	$.seal_snatch.description	인장 금고에서 5초 동안 채널하며 그동안 받는 피해가 증가합니다.
data/regular_version/update4/skills.json	$.airmail_exchange.display_name	항공 우편 교환
data/regular_version/update4/skills.json	$.airmail_exchange.description	자신과 활성 황혼 전령 하나의 유효 위치를 교환합니다.
data/regular_version/update4/skills.json	$.return_to_sender.display_name	발신자 반송
data/regular_version/update4/skills.json	$.return_to_sender.description	가장 최근에 사용된 플레이어 위치 스킬 하나의 재사용 대기시간을 늘립니다.
data/regular_version/update4/skills.json	$.sleeping_garden.display_name	잠드는 정원
data/regular_version/update4/skills.json	$.sleeping_garden.description	방 하나를 7초 포자 정원으로 만들며 정화와 화염으로 지속시간을 줄일 수 있습니다.
data/regular_version/update4/skills.json	$.pruning_choice.display_name	가지치기 선택
data/regular_version/update4/skills.json	$.pruning_choice.description	가장 강한 임시 버프 하나를 제거하는 대신 대상 HP를 15% 회복합니다.
data/regular_version/update4/skills.json	$.regrowth_vote.display_name	재성장 표결
data/regular_version/update4/skills.json	$.regrowth_vote.description	쓰러진 포자 인형 하나를 최대 HP 30%로 한 번 재생성합니다.
data/regular_version/update4/skills.json	$.garden_around_the_crown.display_name	왕관을 두른 정원
data/regular_version/update4/skills.json	$.garden_around_the_crown.description	왕관실 주변에 뿌리 3개를 만들고 모두 제거되면 미렐라의 방어가 8초 낮아집니다.
data/regular_version/update4/skills.json	$.royal_jelly_bastion.display_name	성 전체를 품는 젤
data/regular_version/update4/skills.json	$.royal_jelly_bastion.description	6초 동안 같은 방 아군 피해를 30% 줄이고 푸딩이 일부를 대신 흡수합니다.
data/regular_version/update4/skills.json	$.royal_no_second_cut.display_name	두 번 베지 않는 명령
data/regular_version/update4/skills.json	$.royal_no_second_cut.description	왕명 표식 적과 인접 보조 적을 순차 공격한 뒤 원래 방으로 돌아오고 4초 방어가 낮아집니다.
data/regular_version/update4/skills.json	$.tricolor_demonfire.display_name	삼색 마왕화
data/regular_version/update4/skills.json	$.tricolor_demonfire.description	강한 화염구·화염 지대·잿불 저주 중 하나를 강화하며 세 불씨 순환과 반복 대가를 적용합니다.
data/regular_version/update4/skills.json	$.royal_shared_umbrella.display_name	모두 같은 우산 아래
data/regular_version/update4/skills.json	$.royal_shared_umbrella.description	같은 층 아군 전체를 정화하고 5초 재생하며 한 명의 전투 불능을 HP 1로 막습니다.
data/regular_version/update4/skills.json	$.royal_emergency_plating.display_name	왕성 긴급 판금
data/regular_version/update4/skills.json	$.royal_emergency_plating.description	가장 위험한 왕관실·인장 금고·시설을 최대 HP 30% 수리하고 8초 방호합니다.
data/regular_version/update4/skills.json	$.royal_urgent_courier.display_name	왕관 긴급전령
data/regular_version/update4/skills.json	$.royal_urgent_courier.description	다른 층 아군에게 0.20초 만에 이동해 6초 공격·이동·상태 저항을 지원합니다.
data/regular_version/update4/specializations.json	$.silky_stair_warden.display_name	계단 파수 재봉
data/regular_version/update4/specializations.json	$.silky_stair_warden.role_tag	계단 제어
data/regular_version/update4/specializations.json	$.silky_stair_warden.short_effect	거미실 둔화 40%·내구 +1 / 구조 보호막 -3%p
data/regular_version/update4/specializations.json	$.silky_field_tailor.display_name	전장 수선사
data/regular_version/update4/specializations.json	$.silky_field_tailor.role_tag	구조·수리
data/regular_version/update4/specializations.json	$.silky_field_tailor.short_effect	응급 실밥 보호막 +5%p·시설 수리 12 / 거미실 대상 -1
data/regular_version/update4/specializations.json	$.popo_royal_express.display_name	왕성 특급
data/regular_version/update4/specializations.json	$.popo_royal_express.role_tag	층간 중계
data/regular_version/update4/specializations.json	$.popo_royal_express.short_effect	중계 이동 +20%·공격 간격 -14% / 회수 보류 -1초
data/regular_version/update4/specializations.json	$.popo_seal_guard.display_name	인장 회수반
data/regular_version/update4/specializations.json	$.popo_seal_guard.role_tag	절도 회수
data/regular_version/update4/specializations.json	$.popo_seal_guard.short_effect	인장 보류 +2초·표식 피해 +10% / 중계 이동 +10%
data/regular_version/update4/upper_floor_layouts.json	$.upper_compact_guard.display_name	밀집 수비
data/regular_version/update4/upper_floor_layouts.json	$.upper_compact_guard.advantage	계단·왕관실·금고 사이 대응이 빠름
data/regular_version/update4/upper_floor_layouts.json	$.upper_compact_guard.weakness	광역 공격에 목표가 함께 노출됨
data/regular_version/update4/upper_floor_layouts.json	$.upper_split_vault.display_name	분기 금고
data/regular_version/update4/upper_floor_layouts.json	$.upper_split_vault.advantage	왕관실과 금고 목표를 양쪽으로 분산
data/regular_version/update4/upper_floor_layouts.json	$.upper_split_vault.weakness	수비 몬스터도 양쪽으로 나뉨
data/regular_version/update4/upper_floor_layouts.json	$.upper_long_gallery.display_name	긴 회랑
data/regular_version/update4/upper_floor_layouts.json	$.upper_long_gallery.advantage	긴 이동 경로로 왕관실 진입 지연
data/regular_version/update4/upper_floor_layouts.json	$.upper_long_gallery.weakness	느린 몬스터의 대응이 늦음
data/regular_version/update4/upper_floor_modules.json	$.upper_stair_landing.display_name	상층 계단참
data/regular_version/update4/upper_floor_modules.json	$.crown_sanctum.display_name	왕관실
data/regular_version/update4/upper_floor_modules.json	$.seal_vault.display_name	인장 금고
data/regular_version/update4/upper_floor_modules.json	$.upper_facility_slot.display_name	상층 시설 슬롯
data/rooms.json	$.entrance.display_name	입구
data/rooms.json	$.spike_corridor.display_name	가시 복도
data/rooms.json	$.barracks.display_name	병영
data/rooms.json	$.recovery.display_name	회복 둥지
data/rooms.json	$.treasure.display_name	보물 보관실
data/rooms.json	$.throne.display_name	왕좌의 방
data/rooms.json	$.slot_01.display_name	건설 슬롯
data/rooms.json	$.center.display_name	레거시 중앙 통로
data/skills.json	$.slime_shield.display_name	점액 방패
data/skills.json	$.slime_shield.description	5초 동안 받는 피해를 40% 줄입니다.
data/skills.json	$.hold_corridor.display_name	통로 막기
data/skills.json	$.hold_corridor.description	현재 방 방어 중 방어력을 올립니다.
data/skills.json	$.quick_slash.display_name	날붙이 베기
data/skills.json	$.quick_slash.description	가까운 적에게 즉시 강한 피해를 줍니다.
data/skills.json	$.loot_instinct.display_name	약탈 본능
data/skills.json	$.loot_instinct.description	전투 승리 보상 금화를 조금 올립니다.
data/skills.json	$.fireball.display_name	화염구
data/skills.json	$.fireball.description	단일 대상에게 화염 피해를 줍니다.
data/skills.json	$.flame_zone.display_name	화염 지대
data/skills.json	$.flame_zone.description	가시 복도 주변 적에게 광역 피해를 줍니다.
data/skills.json	$.false_footprints.display_name	가짜 발자국
data/skills.json	$.false_footprints.description	가까운 적들에게 가짜 흔적을 남겨 3초 동안 이동 속도를 낮춥니다.
data/skills.json	$.rumor_boost.display_name	소문 부풀리기
data/skills.json	$.rumor_boost.description	이번 전투의 악명 보상을 조금 올립니다.
data/skills.json	$.spore_mend.display_name	포자 재생
data/skills.json	$.spore_mend.description	가장 다친 아군의 체력을 46 회복합니다.
data/skills.json	$.cleansing_bloom.display_name	정화 개화
data/skills.json	$.cleansing_bloom.description	같은 방 아군을 24 회복하고 둔화를 해제합니다.
data/skills.json	$.rooted_guard.display_name	뿌리내린 수호
data/skills.json	$.rooted_guard.description	8초 동안 방어력 +5와 받는 피해 25% 감소를 얻습니다.
data/skills.json	$.stone_pulse.display_name	석맥 파동
data/skills.json	$.stone_pulse.description	주변 적들에게 피해를 주고 이동 속도를 낮춥니다.
data/skills.json	$.war_rhythm.display_name	진군 장단
data/skills.json	$.war_rhythm.description	같은 방 아군에게 7초 동안 방어력 +2를 부여합니다.
data/skills.json	$.steady_beat.display_name	버팀 박자
data/skills.json	$.steady_beat.description	같은 방 아군의 체력을 18 회복합니다.
data/skills.json	$.moon_mark.display_name	달빛 표식
data/skills.json	$.moon_mark.description	사거리 안의 적에게 강한 피해를 주고 자신을 추적하게 만듭니다.
data/skills.json	$.scent_pursuit.display_name	달향 추격
data/skills.json	$.scent_pursuit.description	가장 가까운 적에게 피해를 주고 2초 동안 둔화합니다.
data/skills.json	$.false_treasure.display_name	가짜 보물
data/skills.json	$.false_treasure.description	주변 적을 유인하고 3초 동안 이동 속도를 낮춥니다.
data/skills.json	$.vault_swap.display_name	금고 바꿔치기
data/skills.json	$.vault_swap.description	가장 다친 아군을 회복하고 미미의 위치로 안전하게 옮깁니다.
data/skills.json	$.spectral_transfer.display_name	유령 당번 교대
data/skills.json	$.spectral_transfer.description	HP 비율이 가장 낮은 아군을 안전 셀로 이동시키고 보호막 20을 부여합니다.
data/skills.json	$.haunted_broom_whirl.display_name	빗자루 소동
data/skills.json	$.haunted_broom_whirl.description	전방 부채꼴의 적에게 피해를 주고 일반 적을 밀치며 시전을 짧게 끊습니다.
data/skills.json	$.house_spirit.display_name	집에 붙은 유령
data/skills.json	$.house_spirit.description	시설·심장방 내부 또는 인접 방에 있으면 무력화 시간을 12% 줄입니다.
data/skills.json	$.seal_chain.display_name	봉인 사슬
data/skills.json	$.seal_chain.description	0.9초 예고 뒤 대상의 이동을 2.2초, 액티브 스킬을 1.5초 봉인합니다. 같은 대상은 5초 동안 다시 지정하지 않습니다.
data/skills.json	$.scent_lock.display_name	냄새 고정
data/skills.json	$.scent_lock.description	적 하나를 7초 표식합니다. 코코는 추적 이동 속도 25%와 해당 대상 기본 공격 피해 10%를 얻습니다.
data/skills.json	$.home_guard_bark.display_name	집 지키는 짖음
data/skills.json	$.home_guard_bark.description	반경 145 일반 적 최대 2명을 2.5초 도발합니다. 보스는 1.5초 동안 코코를 우선하고 코코는 보호막 18을 얻습니다.
data/skills.json	$.return_scent.display_name	돌아가는 냄새
data/skills.json	$.return_scent.description	표식 대상 처치 또는 이탈 뒤 최대 4초 동안 배치 방으로 35% 빠르게 복귀하며 받는 피해가 8% 감소합니다.
data/skills.json	$.bounty_target.display_name	현상금 표적
data/skills.json	$.bounty_target.description	최근 20초 기여 1위 생존 몬스터를 6초 표적화합니다. 추적자가 표적에게 주는 피해는 최대 15% 증가합니다.
data/skills.json	$.carapace_ram.display_name	갑각 돌진
data/skills.json	$.carapace_ram.description	전방 최대 110px를 돌진해 처음 부딪힌 적에게 피해를 주고, 일반 적은 방어력 -2(5초), 보스는 -1(4초)를 적용합니다. 감소는 중첩되지 않고 시간만 갱신됩니다.
data/skills.json	$.patch_plates.display_name	덧대기 판금
data/skills.json	$.patch_plates.description	시설·심장실 하나를 35 수리하거나 아군 하나에게 5초 보호막 28을 줍니다. 한 번에 둘 다 적용되지 않으며 고철마다 효과가 8 증가합니다.
data/skills.json	$.scrap_shell.display_name	고철 등딱지
data/skills.json	$.scrap_shell.description	적 보호막 파괴, 시설에 30 이상 피해, 방어력 감소 성공 시 고철 1개를 얻습니다(최대 3). 다음 덧대기 판금이 고철을 모두 소모합니다.
data/skills.json	$.acid_solution.display_name	산성 용액
data/skills.json	$.acid_solution.description	0.8초 예고 후 반경 85의 산성 장판을 5초 생성합니다. 안의 몬스터는 방어력 -2, 수리량 -40%, 초당 피해 2를 받으며 효과는 중첩되지 않습니다.
data/skills.json	$.relic_aura.display_name	성물 오라
data/skills.json	$.relic_aura.description	반경 155 아군의 받는 마법 피해를 15%, 상태 이상 지속시간과 사기 피해를 25% 줄입니다. 여러 오라는 중첩되지 않으며 수호기사의 이동 속도는 8% 감소합니다.
data/skills.json	$.purifying_hymn.display_name	정화 성가
data/skills.json	$.purifying_hymn.description	1.2초 시전 후 반경 180 아군 최대 3명의 약화 효과를 하나씩 제거합니다. 심장실 안에서 완료하면 기존 충전은 유지한 채 4초 동안 새 심장 충전을 막습니다.
data/skills.json	$.debt_mark.display_name	부채 표식
data/skills.json	$.debt_mark.description	1초 예고 후 시설 또는 심장방을 7초 표식합니다. 그 방의 몬스터가 액티브 스킬을 세 번 쓰면 방 피해 20과 3초 무력화가 발생하며, 심장방은 심장 액티브도 3초 잠깁니다.
data/skills.json	$.castle_brace.display_name	성 전체 버티기
data/skills.json	$.castle_brace.description	6초 동안 모든 활성 시설과 심장실에 보호막 45를 주고 방 내부 몬스터의 받는 피해를 12% 줄입니다.
data/skills.json	$.devouring_corridor.display_name	복도가 입을 벌렸다
data/skills.json	$.devouring_corridor.description	왕좌 HP 35를 소모해 선택한 방을 5초 동안 포식합니다. 적에게 초당 피해 6과 이동 속도 감소를 적용합니다.
data/skills.json	$.asset_freeze.display_name	자산 동결
data/skills.json	$.asset_freeze.description	기여도가 높은 시설 또는 심장방을 1초간 표시합니다. 표시 중 로만에게 피해 50을 주면 취소됩니다.
data/skills.json	$.mercenary_invoice.display_name	용병 청구서
data/skills.json	$.mercenary_invoice.description	예산 2를 써 현상금 추적자 또는 전투 연금술사 한 명을 호출합니다. 전투당 최대 2명이며 호출 중 이동할 수 없습니다.
data/skills.json	$.emergency_budget.display_name	긴급 예산
data/skills.json	$.emergency_budget.description	남은 예산을 보호막으로 전환하고 주변 길드 병력의 체력을 12 회복합니다. 예산이 0이어도 보호막 18을 얻습니다.
data/skills.json	$.audit_stress.display_name	감사 스트레스
data/skills.json	$.audit_stress.description	대응에 성공할수록 로만의 스킬 재사용 시간이 늘어납니다. 3중첩부터 느려지고 5중첩에서 한 번 2초간 서류 정리를 합니다.
data/skills.json	$.inspection_seal.display_name	검수 봉인
data/skills.json	$.inspection_seal.description	활성 시설이나 심장실을 5초간 검수합니다. 검수 중 셀렌에게 피해 55를 주면 취소되고 방어력이 2초간 2 감소합니다.
data/skills.json	$.consecrated_advance.display_name	축성 진군
data/skills.json	$.consecrated_advance.description	이동 경로에 최대 2개의 축성 바닥을 남깁니다. 안의 몬스터는 상태 효과 시간이 20% 줄고 심장 충전 효율이 25% 감소합니다.
data/skills.json	$.mercy_barrier.display_name	자비의 방벽
data/skills.json	$.mercy_barrier.description	셀렌과 살아 있는 성정화 병력에게 보호막을 부여합니다. 4초 안에 전부 파괴하면 셀렌이 2.5초간 받는 피해가 18% 증가합니다.
data/skills.json	$.last_inspection_checklist.display_name	마지막 검수표
data/skills.json	$.last_inspection_checklist.description	검수를 세 번 연속 시도합니다. 두 번 이상 막으면 마지막 방벽이 25 줄고, 모두 허용하면 심장실과 시설 하나가 동시에 4초 잠깁니다.
data/skills.json	$.false_corridor.display_name	꿈의 가짜 복도
data/skills.json	$.false_corridor.description	일반 적 최대 2명을 6초 동안 미끼 방으로 유도합니다. 보스는 경로 대신 3초 동안 이동 속도가 12% 감소합니다.
data/specializations.json	$.slime_gate_keeper.display_name	성문 파수
data/specializations.json	$.slime_gate_keeper.role_tag	입구 고정 탱커
data/specializations.json	$.slime_gate_keeper.short_effect	입구 고정 / 생존 강화
data/specializations.json	$.slime_gate_keeper.description	입구와 가시 복도 사이를 지키며 적의 첫 돌파를 오래 막습니다.
data/specializations.json	$.slime_rescue_guard.display_name	구조 점액
data/specializations.json	$.slime_rescue_guard.role_tag	부상자 호위 탱커
data/specializations.json	$.slime_rescue_guard.short_effect	부상 아군 호위 / 기동 강화
data/specializations.json	$.slime_rescue_guard.description	체력이 낮은 아군 쪽으로 이동해 적의 추격을 받아 냅니다.
data/specializations.json	$.goblin_treasure_hunter.display_name	도둑 사냥꾼
data/specializations.json	$.goblin_treasure_hunter.role_tag	보물 추격자
data/specializations.json	$.goblin_treasure_hunter.short_effect	도둑 우선 추격 / 이동 강화
data/specializations.json	$.goblin_treasure_hunter.description	다른 적보다 도둑을 먼저 추격해 보물 손실을 막습니다.
data/specializations.json	$.goblin_finisher.display_name	마무리 칼날
data/specializations.json	$.goblin_finisher.role_tag	부상자 처형자
data/specializations.json	$.goblin_finisher.short_effect	약한 적 우선 / 공격 강화
data/specializations.json	$.goblin_finisher.description	체력이 가장 낮은 적을 노려 수적 우위를 빠르게 만듭니다.
data/specializations.json	$.bebe_night_steward.display_name	야간 당번장
data/specializations.json	$.bebe_night_steward.role_tag	구조 전문
